One group  442
2.82743 -0.628319 3.33955 
2.82743 -0.314159 0 
2.82743 0 -1.15073 
2.82743 0.314159 0 
2.82743 0.628319 3.33955 
2.82743 0.942478 8.54102 
2.82743 1.25664 15.0953 
2.82743 1.5708 22.3607 
2.82743 1.88496 29.6261 
2.82743 2.19911 36.1803 
2.82743 2.51327 41.3818 
2.82743 2.82743 44.7214 
2.82743 3.14159 45.8721 
3.14159 -3.14159 47.0228 
3.14159 -2.82743 45.8721 
3.14159 -2.51327 42.5325 
3.14159 -2.19911 37.3311 
3.14159 -1.88496 30.7768 
3.14159 -1.5708 23.5114 
3.14159 -1.25664 16.246 
3.14159 -0.942478 9.69175 
3.14159 -0.628319 4.49028 
3.14159 -0.314159 1.15073 
3.14159 0 0 
3.14159 0.314159 1.15073 
3.14159 0.628319 4.49028 
3.14159 0.942478 9.69175 
3.14159 1.25664 16.246 
3.14159 1.5708 23.5114 
3.14159 1.88496 30.7768 
3.14159 2.19911 37.3311 
3.14159 2.51327 42.5325 
3.14159 2.82743 45.8721 
3.14159 3.14159 47.0228 
-0.683087 0.683087 -39.5523 
-3.14159 -3.14159 50.9939 
-3.14159 -2.82743 49.746 
-3.14159 -2.51327 46.1244 
-3.14159 -2.19911 40.4837 
-3.14159 -1.88496 33.376 
-3.14159 -1.5708 25.497 
-3.14159 -1.25664 17.618 
-3.14159 -0.942478 10.5102 
-3.14159 -0.628319 4.86949 
-3.14159 -0.314159 1.24791 
-3.14159 0 0 
-3.14159 0.314159 1.24791 
-3.14159 0.628319 4.86949 
-3.14159 0.942478 10.5102 
-3.14159 1.25664 17.618 
-3.14159 1.5708 25.497 
-3.14159 1.88496 33.376 
-3.14159 2.19911 40.4837 
-3.14159 2.51327 46.1244 
-3.14159 2.82743 49.746 
-3.14159 3.14159 50.9939 
-2.82743 -3.14159 49.746 
-2.82743 -2.82743 48.4981 
-2.82743 -2.51327 44.8765 
-2.82743 -2.19911 39.2358 
-2.82743 -1.88496 32.128 
-2.82743 -1.5708 24.249 
-2.82743 -1.25664 16.3701 
-2.82743 -0.942478 9.26231 
-2.82743 -0.628319 3.62158 
-2.82743 -0.314159 0 
-2.82743 0 -1.24791 
-2.82743 0.314159 0 
-2.82743 0.628319 3.62158 
-2.82743 0.942478 9.26231 
-2.82743 1.25664 16.3701 
-2.82743 1.5708 24.249 
-2.82743 1.88496 32.128 
-2.82743 2.19911 39.2358 
-2.82743 2.51327 44.8765 
-2.82743 2.82743 48.4981 
-2.82743 3.14159 49.746 
-2.51327 -3.14159 46.1244 
-2.51327 -2.82743 44.8765 
-2.51327 -2.51327 41.2549 
-2.51327 -2.19911 35.6142 
-2.51327 -1.88496 28.5065 
-2.51327 -1.5708 20.6275 
-2.51327 -1.25664 12.7485 
-2.51327 -0.942478 5.64074 
-2.51327 -0.628319 -3.55271e-15 
-2.51327 -0.314159 -3.62158 
-2.51327 0 -4.86949 
-2.51327 0.314159 -3.62158 
-2.51327 0.628319 -3.55271e-15 
-2.51327 0.942478 5.64074 
-2.51327 1.25664 12.7485 
-2.51327 1.5708 20.6275 
-2.51327 1.88496 28.5065 
-2.51327 2.19911 35.6142 
-2.51327 2.51327 41.2549 
-2.51327 2.82743 44.8765 
-2.51327 3.14159 46.1244 
-2.19911 -3.14159 40.4837 
-2.19911 -2.82743 39.2358 
-2.19911 -2.51327 35.6142 
-2.19911 -2.19911 29.9735 
-2.19911 -1.88496 22.8657 
-2.19911 -1.5708 14.9867 
-2.19911 -1.25664 7.10774 
-2.19911 -0.942478 -1.77636e-15 
-2.19911 -0.628319 -5.64074 
-2.19911 -0.314159 -9.26231 
-2.19911 0 -10.5102 
-2.19911 0.314159 -9.26231 
-2.19911 0.628319 -5.64074 
-2.19911 0.942478 -1.77636e-15 
-2.19911 1.25664 7.10774 
-2.19911 1.5708 14.9867 
-2.19911 1.88496 22.8657 
-2.19911 2.19911 29.9735 
-2.19911 2.51327 35.6142 
-2.19911 2.82743 39.2358 
-2.19911 3.14159 40.4837 
-1.88496 -3.14159 33.376 
-1.88496 -2.82743 32.128 
-1.88496 -2.51327 28.5065 
-1.88496 -2.19911 22.8657 
-1.88496 -1.88496 15.758 
-1.88496 -1.5708 7.87899 
-1.88496 -1.25664 -3.55271e-15 
-1.88496 -0.942478 -7.10774 
-1.88496 -0.628319 -12.7485 
-1.88496 -0.314159 -16.3701 
-1.88496 0 -17.618 
-1.88496 0.314159 -16.3701 
-1.88496 0.628319 -12.7485 
-1.88496 0.942478 -7.10774 
-1.88496 1.25664 -3.55271e-15 
-1.88496 1.5708 7.87899 
-1.88496 1.88496 15.758 
-1.88496 2.19911 22.8657 
-1.88496 2.51327 28.5065 
-1.88496 2.82743 32.128 
-1.88496 3.14159 33.376 
-1.5708 -3.14159 25.497 
-1.5708 -2.82743 24.249 
-1.5708 -2.51327 20.6275 
-1.5708 -2.19911 14.9867 
-1.5708 -1.88496 7.87899 
-1.5708 -1.5708 -3.12248e-15 
-1.5708 -1.25664 -7.87899 
-1.5708 -0.942478 -14.9867 
-1.5708 -0.628319 -20.6275 
-1.5708 -0.314159 -24.249 
-1.5708 0 -25.497 
-1.5708 0.314159 -24.249 
-1.5708 0.628319 -20.6275 
-1.5708 0.942478 -14.9867 
-1.5708 1.25664 -7.87899 
-1.5708 1.5708 -3.12248e-15 
-1.5708 1.88496 7.87899 
-1.5708 2.19911 14.9867 
-1.5708 2.51327 20.6275 
-1.5708 2.82743 24.249 
-1.5708 3.14159 25.497 
-1.25664 -3.14159 17.618 
-1.25664 -2.82743 16.3701 
-1.25664 -2.51327 12.7485 
-1.25664 -2.19911 7.10774 
-1.25664 -1.88496 -3.55271e-15 
-1.25664 -1.5708 -7.87899 
-1.25664 -1.25664 -15.758 
-1.25664 -0.942478 -22.8657 
-1.25664 -0.628319 -28.5065 
-1.25664 -0.314159 -32.128 
-1.25664 0 -33.376 
-1.25664 0.314159 -32.128 
-1.25664 0.628319 -28.5065 
-1.25664 0.942478 -22.8657 
-1.25664 1.25664 -15.758 
-1.25664 1.5708 -7.87899 
-1.25664 1.88496 -3.55271e-15 
-1.25664 2.19911 7.10774 
-1.25664 2.51327 12.7485 
-1.25664 2.82743 16.3701 
-1.25664 3.14159 17.618 
-0.942478 -3.14159 10.5102 
-0.942478 -2.82743 9.26231 
-0.942478 -2.51327 5.64074 
-0.942478 -2.19911 -1.77636e-15 
-0.942478 -1.88496 -7.10774 
-0.942478 -1.5708 -14.9867 
-0.942478 -1.25664 -22.8657 
-0.942478 -0.942478 -29.9735 
-0.942478 -0.628319 -35.6142 
-0.942478 -0.314159 -39.2358 
-0.942478 0 -40.4837 
-0.942478 0.314159 -39.2358 
-0.942478 0.628319 -35.6142 
-0.942478 0.942478 -29.9735 
-0.942478 1.25664 -22.8657 
-0.942478 1.5708 -14.9867 
-0.942478 1.88496 -7.10774 
-0.942478 2.19911 -1.77636e-15 
-0.942478 2.51327 5.64074 
-0.942478 2.82743 9.26231 
-0.942478 3.14159 10.5102 
-0.628319 -3.14159 4.86949 
-0.628319 -2.82743 3.62158 
-0.628319 -2.51327 -3.55271e-15 
-0.628319 -2.19911 -5.64074 
-0.628319 -1.88496 -12.7485 
-0.628319 -1.5708 -20.6275 
-0.628319 -1.25664 -28.5065 
-0.628319 -0.942478 -35.6142 
-0.628319 -0.628319 -41.2549 
-0.628319 -0.314159 -44.8765 
-0.628319 0 -46.1244 
-0.628319 0.314159 -44.8765 
-0.628319 0.628319 -41.2549 
-0.628319 0.942478 -35.6142 
-0.628319 1.25664 -28.5065 
-0.628319 1.5708 -20.6275 
-0.628319 1.88496 -12.7485 
-0.628319 2.19911 -5.64074 
-0.628319 2.51327 -3.55271e-15 
-0.628319 2.82743 3.62158 
-0.628319 3.14159 4.86949 
-0.314159 -3.14159 1.24791 
-0.314159 -2.82743 0 
-0.314159 -2.51327 -3.62158 
-0.314159 -2.19911 -9.26231 
-0.314159 -1.88496 -16.3701 
-0.314159 -1.5708 -24.249 
-0.314159 -1.25664 -32.128 
-0.314159 -0.942478 -39.2358 
-0.314159 -0.628319 -44.8765 
-0.314159 -0.314159 -48.4981 
-0.314159 0 -49.746 
-0.314159 0.314159 -48.4981 
-0.314159 0.628319 -44.8765 
-0.314159 0.942478 -39.2358 
-0.314159 1.25664 -32.128 
-0.314159 1.5708 -24.249 
-0.314159 1.88496 -16.3701 
-0.314159 2.19911 -9.26231 
-0.314159 2.51327 -3.62158 
-0.314159 2.82743 0 
-0.314159 3.14159 1.24791 
0 -3.14159 0 
0 -2.82743 -1.24791 
0 -2.51327 -4.86949 
0 -2.19911 -10.5102 
0 -1.88496 -17.618 
0 -1.5708 -25.497 
0 -1.25664 -33.376 
0 -0.942478 -40.4837 
0 -0.628319 -46.1244 
0 -0.314159 -49.746 
0 0 -50.9939 
0 0.314159 -49.746 
0 0.628319 -46.1244 
0 0.942478 -40.4837 
0 1.25664 -33.376 
0 1.5708 -25.497 
0 1.88496 -17.618 
0 2.19911 -10.5102 
0 2.51327 -4.86949 
0 2.82743 -1.24791 
0 3.14159 0 
0.314159 -3.14159 1.24791 
0.314159 -2.82743 0 
0.314159 -2.51327 -3.62158 
0.314159 -2.19911 -9.26231 
0.314159 -1.88496 -16.3701 
0.314159 -1.5708 -24.249 
0.314159 -1.25664 -32.128 
0.314159 -0.942478 -39.2358 
0.314159 -0.628319 -44.8765 
0.314159 -0.314159 -48.4981 
0.314159 0 -49.746 
0.314159 0.314159 -48.4981 
0.314159 0.628319 -44.8765 
0.314159 0.942478 -39.2358 
0.314159 1.25664 -32.128 
0.314159 1.5708 -24.249 
0.314159 1.88496 -16.3701 
0.314159 2.19911 -9.26231 
0.314159 2.51327 -3.62158 
0.314159 2.82743 0 
0.314159 3.14159 1.24791 
0.628319 -3.14159 4.86949 
0.628319 -2.82743 3.62158 
0.628319 -2.51327 -3.55271e-15 
0.628319 -2.19911 -5.64074 
0.628319 -1.88496 -12.7485 
0.628319 -1.5708 -20.6275 
0.628319 -1.25664 -28.5065 
0.628319 -0.942478 -35.6142 
0.628319 -0.628319 -41.2549 
0.628319 -0.314159 -44.8765 
0.628319 0 -46.1244 
0.628319 0.314159 -44.8765 
0.628319 0.628319 -41.2549 
0.628319 0.942478 -35.6142 
0.628319 1.25664 -28.5065 
0.628319 1.5708 -20.6275 
0.628319 1.88496 -12.7485 
0.628319 2.19911 -5.64074 
0.628319 2.51327 -3.55271e-15 
0.628319 2.82743 3.62158 
0.628319 3.14159 4.86949 
0.942478 -3.14159 10.5102 
0.942478 -2.82743 9.26231 
0.942478 -2.51327 5.64074 
0.942478 -2.19911 -1.77636e-15 
0.942478 -1.88496 -7.10774 
0.942478 -1.5708 -14.9867 
0.942478 -1.25664 -22.8657 
0.942478 -0.942478 -29.9735 
0.942478 -0.628319 -35.6142 
0.942478 -0.314159 -39.2358 
0.942478 0 -40.4837 
0.942478 0.314159 -39.2358 
0.942478 0.628319 -35.6142 
0.942478 0.942478 -29.9735 
0.942478 1.25664 -22.8657 
0.942478 1.5708 -14.9867 
0.942478 1.88496 -7.10774 
0.942478 2.19911 -1.77636e-15 
0.942478 2.51327 5.64074 
0.942478 2.82743 9.26231 
0.942478 3.14159 10.5102 
1.25664 -3.14159 17.618 
1.25664 -2.82743 16.3701 
1.25664 -2.51327 12.7485 
1.25664 -2.19911 7.10774 
1.25664 -1.88496 -3.55271e-15 
1.25664 -1.5708 -7.87899 
1.25664 -1.25664 -15.758 
1.25664 -0.942478 -22.8657 
1.25664 -0.628319 -28.5065 
1.25664 -0.314159 -32.128 
1.25664 0 -33.376 
1.25664 0.314159 -32.128 
1.25664 0.628319 -28.5065 
1.25664 0.942478 -22.8657 
1.25664 1.25664 -15.758 
1.25664 1.5708 -7.87899 
1.25664 1.88496 -3.55271e-15 
1.25664 2.19911 7.10774 
1.25664 2.51327 12.7485 
1.25664 2.82743 16.3701 
1.25664 3.14159 17.618 
1.5708 -3.14159 25.497 
1.5708 -2.82743 24.249 
1.5708 -2.51327 20.6275 
1.5708 -2.19911 14.9867 
1.5708 -1.88496 7.87899 
1.5708 -1.5708 -3.12248e-15 
1.5708 -1.25664 -7.87899 
1.5708 -0.942478 -14.9867 
1.5708 -0.628319 -20.6275 
1.5708 -0.314159 -24.249 
1.5708 0 -25.497 
1.5708 0.314159 -24.249 
1.5708 0.628319 -20.6275 
1.5708 0.942478 -14.9867 
1.5708 1.25664 -7.87899 
1.5708 1.5708 -3.12248e-15 
1.5708 1.88496 7.87899 
1.5708 2.19911 14.9867 
1.5708 2.51327 20.6275 
1.5708 2.82743 24.249 
1.5708 3.14159 25.497 
1.88496 -3.14159 33.376 
1.88496 -2.82743 32.128 
1.88496 -2.51327 28.5065 
1.88496 -2.19911 22.8657 
1.88496 -1.88496 15.758 
1.88496 -1.5708 7.87899 
1.88496 -1.25664 -3.55271e-15 
1.88496 -0.942478 -7.10774 
1.88496 -0.628319 -12.7485 
1.88496 -0.314159 -16.3701 
1.88496 0 -17.618 
1.88496 0.314159 -16.3701 
1.88496 0.628319 -12.7485 
1.88496 0.942478 -7.10774 
1.88496 1.25664 -3.55271e-15 
1.88496 1.5708 7.87899 
1.88496 1.88496 15.758 
1.88496 2.19911 22.8657 
1.88496 2.51327 28.5065 
1.88496 2.82743 32.128 
1.88496 3.14159 33.376 
2.19911 -3.14159 40.4837 
2.19911 -2.82743 39.2358 
2.19911 -2.51327 35.6142 
2.19911 -2.19911 29.9735 
2.19911 -1.88496 22.8657 
2.19911 -1.5708 14.9867 
2.19911 -1.25664 7.10774 
2.19911 -0.942478 -1.77636e-15 
2.19911 -0.628319 -5.64074 
2.19911 -0.314159 -9.26231 
2.19911 0 -10.5102 
2.19911 0.314159 -9.26231 
2.19911 0.628319 -5.64074 
2.19911 0.942478 -1.77636e-15 
2.19911 1.25664 7.10774 
2.19911 1.5708 14.9867 
2.19911 1.88496 22.8657 
2.19911 2.19911 29.9735 
2.19911 2.51327 35.6142 
2.19911 2.82743 39.2358 
2.19911 3.14159 40.4837 
2.51327 -3.14159 46.1244 
2.51327 -2.82743 44.8765 
2.51327 -2.51327 41.2549 
2.51327 -2.19911 35.6142 
2.51327 -1.88496 28.5065 
2.51327 -1.5708 20.6275 
2.51327 -1.25664 12.7485 
2.51327 -0.942478 5.64074 
2.51327 -0.628319 -3.55271e-15 
2.51327 -0.314159 -3.62158 
2.51327 0 -4.86949 
2.51327 0.314159 -3.62158 
2.51327 0.628319 -3.55271e-15 
2.51327 0.942478 5.64074 
2.51327 1.25664 12.7485 
2.51327 1.5708 20.6275 
2.51327 1.88496 28.5065 
2.51327 2.19911 35.6142 
2.51327 2.51327 41.2549 
2.51327 2.82743 44.8765 
2.51327 3.14159 46.1244 
2.82743 -3.14159 49.746 
2.82743 -2.82743 48.4981 
2.82743 -2.51327 44.8765 
2.82743 -2.19911 39.2358 
2.82743 -1.88496 32.128 
2.82743 -1.5708 24.249 
2.82743 -1.25664 16.3701 
2.82743 -0.942478 9.26231 
2.82743 -0.628319 3.62158 
2.82743 -0.314159 0 
2.82743 0 -1.24791 
2.82743 0.314159 0 
2.82743 0.628319 3.62158 
2.82743 0.942478 9.26231 
2.82743 1.25664 16.3701 
2.82743 1.5708 24.249 
2.82743 1.88496 32.128 
2.82743 2.19911 39.2358 
2.82743 2.51327 44.8765 
2.82743 2.82743 48.4981 
2.82743 3.14159 49.746 
3.14159 -3.14159 50.9939 
3.14159 -2.82743 49.746 
3.14159 -2.51327 46.1244 
3.14159 -2.19911 40.4837 
3.14159 -1.88496 33.376 
3.14159 -1.5708 25.497 
3.14159 -1.25664 17.618 
3.14159 -0.942478 10.5102 
3.14159 -0.628319 4.86949 
3.14159 -0.314159 1.24791 
3.14159 0 0 
3.14159 0.314159 1.24791 
3.14159 0.628319 4.86949 
3.14159 0.942478 10.5102 
3.14159 1.25664 17.618 
3.14159 1.5708 25.497 
3.14159 1.88496 33.376 
3.14159 2.19911 40.4837 
3.14159 2.51327 46.1244 
3.14159 2.82743 49.746 
3.14159 3.14159 50.9939 
-0.732753 0.732753 -40.7078 
-3.14159 -3.14159 54.7638 
-3.14159 -2.82743 53.4236 
-3.14159 -2.51327 49.5343 
-3.14159 -2.19911 43.4766 
-3.14159 -1.88496 35.8434 
-3.14159 -1.5708 27.3819 
-3.14159 -1.25664 18.9204 
-3.14159 -0.942478 11.2872 
-3.14159 -0.628319 5.22947 
-3.14159 -0.314159 1.34016 
-3.14159 0 0 
-3.14159 0.314159 1.34016 
-3.14159 0.628319 5.22947 
-3.14159 0.942478 11.2872 
-3.14159 1.25664 18.9204 
-3.14159 1.5708 27.3819 
-3.14159 1.88496 35.8434 
-3.14159 2.19911 43.4766 
-3.14159 2.51327 49.5343 
-3.14159 2.82743 53.4236 
-3.14159 3.14159 54.7638 
-2.82743 -3.14159 53.4236 
-2.82743 -2.82743 52.0834 
-2.82743 -2.51327 48.1941 
-2.82743 -2.19911 42.1364 
-2.82743 -1.88496 34.5032 
-2.82743 -1.5708 26.0417 
-2.82743 -1.25664 17.5803 
-2.82743 -0.942478 9.94705 
-2.82743 -0.628319 3.88931 
-2.82743 -0.314159 0 
-2.82743 0 -1.34016 
-2.82743 0.314159 0 
-2.82743 0.628319 3.88931 
-2.82743 0.942478 9.94705 
-2.82743 1.25664 17.5803 
-2.82743 1.5708 26.0417 
-2.82743 1.88496 34.5032 
-2.82743 2.19911 42.1364 
-2.82743 2.51327 48.1941 
-2.82743 2.82743 52.0834 
-2.82743 3.14159 53.4236 
-2.51327 -3.14159 49.5343 
-2.51327 -2.82743 48.1941 
-2.51327 -2.51327 44.3048 
-2.51327 -2.19911 38.2471 
-2.51327 -1.88496 30.6139 
-2.51327 -1.5708 22.1524 
-2.51327 -1.25664 13.6909 
-2.51327 -0.942478 6.05774 
-2.51327 -0.628319 -7.10543e-15 
-2.51327 -0.314159 -3.88931 
-2.51327 0 -5.22947 
-2.51327 0.314159 -3.88931 
-2.51327 0.628319 -7.10543e-15 
-2.51327 0.942478 6.05774 
-2.51327 1.25664 13.6909 
-2.51327 1.5708 22.1524 
-2.51327 1.88496 30.6139 
-2.51327 2.19911 38.2471 
-2.51327 2.51327 44.3048 
-2.51327 2.82743 48.1941 
-2.51327 3.14159 49.5343 
-2.19911 -3.14159 43.4766 
-2.19911 -2.82743 42.1364 
-2.19911 -2.51327 38.2471 
-2.19911 -2.19911 32.1893 
-2.19911 -1.88496 24.5561 
-2.19911 -1.5708 16.0947 
-2.19911 -1.25664 7.6332 
-2.19911 -0.942478 -3.55271e-15 
-2.19911 -0.628319 -6.05774 
-2.19911 -0.314159 -9.94705 
-2.19911 0 -11.2872 
-2.19911 0.314159 -9.94705 
-2.19911 0.628319 -6.05774 
-2.19911 0.942478 -3.55271e-15 
-2.19911 1.25664 7.6332 
-2.19911 1.5708 16.0947 
-2.19911 1.88496 24.5561 
-2.19911 2.19911 32.1893 
-2.19911 2.51327 38.2471 
-2.19911 2.82743 42.1364 
-2.19911 3.14159 43.4766 
-1.88496 -3.14159 35.8434 
-1.88496 -2.82743 34.5032 
-1.88496 -2.51327 30.6139 
-1.88496 -2.19911 24.5561 
-1.88496 -1.88496 16.9229 
-1.88496 -1.5708 8.46147 
-1.88496 -1.25664 -3.55271e-15 
-1.88496 -0.942478 -7.6332 
-1.88496 -0.628319 -13.6909 
-1.88496 -0.314159 -17.5803 
-1.88496 0 -18.9204 
-1.88496 0.314159 -17.5803 
-1.88496 0.628319 -13.6909 
-1.88496 0.942478 -7.6332 
-1.88496 1.25664 -3.55271e-15 
-1.88496 1.5708 8.46147 
-1.88496 1.88496 16.9229 
-1.88496 2.19911 24.5561 
-1.88496 2.51327 30.6139 
-1.88496 2.82743 34.5032 
-1.88496 3.14159 35.8434 
-1.5708 -3.14159 27.3819 
-1.5708 -2.82743 26.0417 
-1.5708 -2.51327 22.1524 
-1.5708 -2.19911 16.0947 
-1.5708 -1.88496 8.46147 
-1.5708 -1.5708 -3.35331e-15 
-1.5708 -1.25664 -8.46147 
-1.5708 -0.942478 -16.0947 
-1.5708 -0.628319 -22.1524 
-1.5708 -0.314159 -26.0417 
-1.5708 0 -27.3819 
-1.5708 0.314159 -26.0417 
-1.5708 0.628319 -22.1524 
-1.5708 0.942478 -16.0947 
-1.5708 1.25664 -8.46147 
-1.5708 1.5708 -3.35331e-15 
-1.5708 1.88496 8.46147 
-1.5708 2.19911 16.0947 
-1.5708 2.51327 22.1524 
-1.5708 2.82743 26.0417 
-1.5708 3.14159 27.3819 
-1.25664 -3.14159 18.9204 
-1.25664 -2.82743 17.5803 
-1.25664 -2.51327 13.6909 
-1.25664 -2.19911 7.6332 
-1.25664 -1.88496 -3.55271e-15 
-1.25664 -1.5708 -8.46147 
-1.25664 -1.25664 -16.9229 
-1.25664 -0.942478 -24.5561 
-1.25664 -0.628319 -30.6139 
-1.25664 -0.314159 -34.5032 
-1.25664 0 -35.8434 
-1.25664 0.314159 -34.5032 
-1.25664 0.628319 -30.6139 
-1.25664 0.942478 -24.5561 
-1.25664 1.25664 -16.9229 
-1.25664 1.5708 -8.46147 
-1.25664 1.88496 -3.55271e-15 
-1.25664 2.19911 7.6332 
-1.25664 2.51327 13.6909 
-1.25664 2.82743 17.5803 
-1.25664 3.14159 18.9204 
-0.942478 -3.14159 11.2872 
-0.942478 -2.82743 9.94705 
-0.942478 -2.51327 6.05774 
-0.942478 -2.19911 -3.55271e-15 
-0.942478 -1.88496 -7.6332 
-0.942478 -1.5708 -16.0947 
-0.942478 -1.25664 -24.5561 
-0.942478 -0.942478 -32.1893 
-0.942478 -0.628319 -38.2471 
-0.942478 -0.314159 -42.1364 
-0.942478 0 -43.4766 
-0.942478 0.314159 -42.1364 
-0.942478 0.628319 -38.2471 
-0.942478 0.942478 -32.1893 
-0.942478 1.25664 -24.5561 
-0.942478 1.5708 -16.0947 
-0.942478 1.88496 -7.6332 
-0.942478 2.19911 -3.55271e-15 
-0.942478 2.51327 6.05774 
-0.942478 2.82743 9.94705 
-0.942478 3.14159 11.2872 
-0.628319 -3.14159 5.22947 
-0.628319 -2.82743 3.88931 
-0.628319 -2.51327 -7.10543e-15 
-0.628319 -2.19911 -6.05774 
-0.628319 -1.88496 -13.6909 
-0.628319 -1.5708 -22.1524 
-0.628319 -1.25664 -30.6139 
-0.628319 -0.942478 -38.2471 
-0.628319 -0.628319 -44.3048 
-0.628319 -0.314159 -48.1941 
-0.628319 0 -49.5343 
-0.628319 0.314159 -48.1941 
-0.628319 0.628319 -44.3048 
-0.628319 0.942478 -38.2471 
-0.628319 1.25664 -30.6139 
-0.628319 1.5708 -22.1524 
-0.628319 1.88496 -13.6909 
-0.628319 2.19911 -6.05774 
-0.628319 2.51327 -7.10543e-15 
-0.628319 2.82743 3.88931 
-0.628319 3.14159 5.22947 
-0.314159 -3.14159 1.34016 
-0.314159 -2.82743 0 
-0.314159 -2.51327 -3.88931 
-0.314159 -2.19911 -9.94705 
-0.314159 -1.88496 -17.5803 
-0.314159 -1.5708 -26.0417 
-0.314159 -1.25664 -34.5032 
-0.314159 -0.942478 -42.1364 
-0.314159 -0.628319 -48.1941 
-0.314159 -0.314159 -52.0834 
-0.314159 0 -53.4236 
-0.314159 0.314159 -52.0834 
-0.314159 0.628319 -48.1941 
-0.314159 0.942478 -42.1364 
-0.314159 1.25664 -34.5032 
-0.314159 1.5708 -26.0417 
-0.314159 1.88496 -17.5803 
-0.314159 2.19911 -9.94705 
-0.314159 2.51327 -3.88931 
-0.314159 2.82743 0 
-0.314159 3.14159 1.34016 
0 -3.14159 0 
0 -2.82743 -1.34016 
0 -2.51327 -5.22947 
0 -2.19911 -11.2872 
0 -1.88496 -18.9204 
0 -1.5708 -27.3819 
0 -1.25664 -35.8434 
0 -0.942478 -43.4766 
0 -0.628319 -49.5343 
0 -0.314159 -53.4236 
0 0 -54.7638 
0 0.314159 -53.4236 
0 0.628319 -49.5343 
0 0.942478 -43.4766 
0 1.25664 -35.8434 
0 1.5708 -27.3819 
0 1.88496 -18.9204 
0 2.19911 -11.2872 
0 2.51327 -5.22947 
0 2.82743 -1.34016 
0 3.14159 0 
0.314159 -3.14159 1.34016 
0.314159 -2.82743 0 
0.314159 -2.51327 -3.88931 
0.314159 -2.19911 -9.94705 
0.314159 -1.88496 -17.5803 
0.314159 -1.5708 -26.0417 
0.314159 -1.25664 -34.5032 
0.314159 -0.942478 -42.1364 
0.314159 -0.628319 -48.1941 
0.314159 -0.314159 -52.0834 
0.314159 0 -53.4236 
0.314159 0.314159 -52.0834 
0.314159 0.628319 -48.1941 
0.314159 0.942478 -42.1364 
0.314159 1.25664 -34.5032 
0.314159 1.5708 -26.0417 
0.314159 1.88496 -17.5803 
0.314159 2.19911 -9.94705 
0.314159 2.51327 -3.88931 
0.314159 2.82743 0 
0.314159 3.14159 1.34016 
0.628319 -3.14159 5.22947 
0.628319 -2.82743 3.88931 
0.628319 -2.51327 -7.10543e-15 
0.628319 -2.19911 -6.05774 
0.628319 -1.88496 -13.6909 
0.628319 -1.5708 -22.1524 
0.628319 -1.25664 -30.6139 
0.628319 -0.942478 -38.2471 
0.628319 -0.628319 -44.3048 
0.628319 -0.314159 -48.1941 
0.628319 0 -49.5343 
0.628319 0.314159 -48.1941 
0.628319 0.628319 -44.3048 
0.628319 0.942478 -38.2471 
0.628319 1.25664 -30.6139 
0.628319 1.5708 -22.1524 
0.628319 1.88496 -13.6909 
0.628319 2.19911 -6.05774 
0.628319 2.51327 -7.10543e-15 
0.628319 2.82743 3.88931 
0.628319 3.14159 5.22947 
0.942478 -3.14159 11.2872 
0.942478 -2.82743 9.94705 
0.942478 -2.51327 6.05774 
0.942478 -2.19911 -3.55271e-15 
0.942478 -1.88496 -7.6332 
0.942478 -1.5708 -16.0947 
0.942478 -1.25664 -24.5561 
0.942478 -0.942478 -32.1893 
0.942478 -0.628319 -38.2471 
0.942478 -0.314159 -42.1364 
0.942478 0 -43.4766 
0.942478 0.314159 -42.1364 
0.942478 0.628319 -38.2471 
0.942478 0.942478 -32.1893 
0.942478 1.25664 -24.5561 
0.942478 1.5708 -16.0947 
0.942478 1.88496 -7.6332 
0.942478 2.19911 -3.55271e-15 
0.942478 2.51327 6.05774 
0.942478 2.82743 9.94705 
0.942478 3.14159 11.2872 
1.25664 -3.14159 18.9204 
1.25664 -2.82743 17.5803 
1.25664 -2.51327 13.6909 
1.25664 -2.19911 7.6332 
1.25664 -1.88496 -3.55271e-15 
1.25664 -1.5708 -8.46147 
1.25664 -1.25664 -16.9229 
1.25664 -0.942478 -24.5561 
1.25664 -0.628319 -30.6139 
1.25664 -0.314159 -34.5032 
1.25664 0 -35.8434 
1.25664 0.314159 -34.5032 
1.25664 0.628319 -30.6139 
1.25664 0.942478 -24.5561 
1.25664 1.25664 -16.9229 
1.25664 1.5708 -8.46147 
1.25664 1.88496 -3.55271e-15 
1.25664 2.19911 7.6332 
1.25664 2.51327 13.6909 
1.25664 2.82743 17.5803 
1.25664 3.14159 18.9204 
1.5708 -3.14159 27.3819 
1.5708 -2.82743 26.0417 
1.5708 -2.51327 22.1524 
1.5708 -2.19911 16.0947 
1.5708 -1.88496 8.46147 
1.5708 -1.5708 -3.35331e-15 
1.5708 -1.25664 -8.46147 
1.5708 -0.942478 -16.0947 
1.5708 -0.628319 -22.1524 
1.5708 -0.314159 -26.0417 
1.5708 0 -27.3819 
1.5708 0.314159 -26.0417 
1.5708 0.628319 -22.1524 
1.5708 0.942478 -16.0947 
1.5708 1.25664 -8.46147 
1.5708 1.5708 -3.35331e-15 
1.5708 1.88496 8.46147 
1.5708 2.19911 16.0947 
1.5708 2.51327 22.1524 
1.5708 2.82743 26.0417 
1.5708 3.14159 27.3819 
1.88496 -3.14159 35.8434 
1.88496 -2.82743 34.5032 
